"code","iso","country","VOE.raw.2003","VOE.raw.2004","VOE.raw.2005","VOE.raw.2006","VOE.raw.2007","VOE.raw.2008","VOE.raw.2009","VOE.raw.2010","VOE.raw.2011","VOE.raw.2012","VOE.raw.2013","VOE.raw.2014","VOE.raw.2015","VOE.raw.2016","VOE.raw.2017","VOE.raw.2018","VOE.raw.2019"
454,"MWI","Malawi",0.03490163,0.029915325,0.03643131,0.035533964,0.038206135,0.040055779,0.037300501,0.048267068,0.049087802,0.051495587,0.048064033,0.04265308,0.04653349,0.048030336,0.035886866,0.044580904,0.044194717
458,"MYS","Malaysia",0.112554461,0.115449612,0.114800967,0.099607158,0.089523269,0.080752758,0.097827026,0.114075482,0.10674282,0.108542043,0.110158519,0.110888831,0.142725656,0.124946992,0.102040955,0.108463192,0.105288383
462,"MDV","Maldives",0.001121735,0.001134699,0.001055808,0.001100947,0.001103962,0.001018659,0.00103212,0.001055947,0.001087463,0.001037873,0.001096866,0.001141865,0.001089816,0.001138848,0.00105852,0.001050888,0.001088069
466,"MLI","Mali",0.055146773,0.062332309,0.062493157,0.058816639,0.041732739,0.037619312,0.045689109,0.053174486,0.053760761,0.049107888,0.061148767,0.061999242,0.057748432,0.061273136,0.066023295,0.062057234,0.056606175
470,"MLT","Malta",0.002213823,0.002029827,0.001999239,0.002145047,0.00218806,0.002042138,0.002049417,0.002012088,0.002103794,0.002220028,0.001922801,0.001892964,0.001977949,0.001863006,0.001646069,0.001739199,0.001696345
584,"MHL","Marshall Islands",0.000609144,0.000602801,0.000635654,0.00061325,0.000618308,0.00057506,0.000583911,0.000626124,0.000542914,0.000578854,0.000607261,0.000595453,0.000634631,0.000646897,0.000575389,0.000564026,0.000604723
478,"MRT","Mauritania",0.019446796,0.022875477,0.020559171,0.020191084,0.018562949,0.01694265,0.018914807,0.021451729,0.022748311,0.021434985,0.024688965,0.021329079,0.022208874,0.020471935,0.021788098,0.021301212,0.020795749
480,"MUS","Mauritius",0.000822635,0.00085481,0.000833879,0.000808871,0.000855056,0.000835859,0.000898132,0.000908453,0.00093814,0.0008455,0.000896898,0.000887597,0.000939381,0.000902914,0.000746896,0.000767722,0.000769655
484,"MEX","Mexico",0.052430807,0.049027451,0.052109813,0.048440016,0.049020915,0.04553052,0.04966187,0.056118685,0.063556742,0.059344223,0.056764551,0.054442364,0.056735797,0.06750088,0.067061827,0.057065802,0.05816002
583,"FSM","Micronesia",0.000786821,0.000826198,0.000798773,0.000852772,0.000758441,0.000690092,0.00081278,0.000767956,0.000716259,0.000783721,0.000793909,0.00082469,0.000886811,0.000811041,0.00067537,0.000735267,0.00077084
498,"MDA","Moldova",0.00421497,0.003894426,0.004794517,0.003778887,0.003872419,0.004414148,0.004322682,0.004805499,0.004638853,0.005063269,0.004129076,0.004608212,0.004923963,0.004552324,0.00439187,0.004538722,0.004682073
492,"MCO","Monaco",0.003354076,0.001688649,0.001985531,0.001745026,0.002180895,0.001959965,0.001563628,0.002592076,0.002432814,0.002492744,0.002853891,0.003493974,0.002285952,0.001467215,0.002098137,0.00213082,0.002355227
496,"MNG","Mongolia",0.006605924,0.004678151,0.005266393,0.008912555,0.008245208,0.007410542,0.007233895,0.007369345,0.006467439,0.006297913,0.005590627,0.006012298,0.006479567,0.005578922,0.006862173,0.005701645,0.006395749
499,"MNE","Montenegro",0.013724941,0.011247408,0.013380643,0.010771759,0.010969693,0.012658464,0.011530902,0.012412402,0.015129757,0.017355026,0.011527746,0.008880574,0.014055443,0.010241055,0.01411699,0.012388924,0.012819605
504,"MAR","Morocco",0.017666598,0.018758094,0.014502067,0.018069382,0.013962474,0.012949173,0.016448478,0.016818992,0.019779078,0.02022357,0.018149161,0.016913934,0.019443997,0.018067896,0.019394449,0.017669178,0.017271928
508,"MOZ","Mozambique",0.033247779,0.027213222,0.031916632,0.031459036,0.031624941,0.033657047,0.032735955,0.043299002,0.042762039,0.042217493,0.041337846,0.037342939,0.041850462,0.044133444,0.036859413,0.042161383,0.04201074
104,"MMR","Myanmar",0.082260613,0.086257118,0.086182621,0.082193785,0.086689782,0.07137042,0.087588415,0.107964505,0.089998517,0.09332379,0.0967225,0.102407497,0.096633566,0.12438509,0.1147244,0.103640117,0.103039676
516,"NAM","Namibia",0.047607696,0.05457883,0.053736095,0.035551705,0.049737561,0.051146834,0.057275879,0.06505657,0.064295933,0.073360462,0.061888469,0.058691088,0.064219266,0.055344085,0.043421457,0.057092405,0.052210689
520,"NRU","Nauru",0.00050243,0.000526919,0.00052553,0.000539033,0.000517472,0.00046186,0.000495656,0.000531482,0.000458021,0.00049282,0.000505177,0.000508493,0.000562607,0.000565599,0.000500369,0.000493367,0.000552084
524,"NPL","Nepal",0.058941623,0.059066006,0.058290595,0.063045747,0.066861443,0.060507057,0.055688027,0.068684807,0.063551937,0.070590504,0.063122261,0.069452153,0.07327787,0.06305861,0.062346276,0.065038993,0.062924585
528,"NLD","Netherlands",0.005943235,0.004870764,0.005029041,0.004418913,0.004016315,0.004141689,0.004512819,0.004207023,0.004075393,0.003757844,0.003692654,0.00403423,0.003484338,0.003584934,0.003456703,0.003357656,0.003279215
540,"NCL","New Caledonia",0.011410935,0.009981754,0.010433325,0.008524032,0.011064413,0.011860858,0.010796871,0.013451231,0.012885352,0.012416987,0.012140384,0.011360936,0.012448095,0.020017246,0.011099049,0.010752172,0.00833598
554,"NZL","New Zealand",0.008279281,0.006313004,0.008557837,0.00660578,0.007228293,0.0072366,0.007638518,0.01012802,0.008599448,0.007405614,0.011369388,0.007914306,0.010692268,0.010298184,0.006285181,0.007462237,0.00696829
558,"NIC","Nicaragua",0.038165498,0.035345197,0.041869253,0.04033759,0.040072195,0.036287959,0.040966791,0.045632092,0.046445873,0.04628865,0.048958547,0.046556807,0.047631024,0.059272533,0.055512294,0.047223355,0.048017731
562,"NER","Niger",0.030547815,0.036984639,0.034264998,0.026642415,0.02710244,0.020969569,0.022978493,0.026753556,0.027862761,0.02636726,0.03422017,0.032023512,0.030256137,0.035518083,0.030945286,0.03142526,0.029856252
566,"NGA","Nigeria",0.037764268,0.041225055,0.035948425,0.037080789,0.032466474,0.031698248,0.028752149,0.032883209,0.035045578,0.033647326,0.03807136,0.037946298,0.039468219,0.049413113,0.045177831,0.041594142,0.04283601
570,"NIU","Niue",0.000548739,0.000568557,0.000564899,0.000541046,0.000555969,0.000529684,0.000519408,0.000544152,0.000533626,0.000542052,0.000546254,0.000537571,0.000551976,0.000563243,0.000521523,0.000521298,0.000533339
408,"PRK","North Korea",0.016297004,0.013850126,0.014653079,0.018229261,0.013109432,0.016030032,0.015625753,0.017750059,0.014354624,0.016058215,0.01630359,0.021449825,0.021086297,0.017304576,0.016312755,0.016478102,0.016665705
807,"MKD","North Macedonia",0.015750534,0.012820047,0.018027099,0.012592892,0.01322549,0.013692756,0.013273856,0.015489065,0.018022947,0.020377174,0.013655667,0.011083762,0.014683929,0.013466797,0.017651981,0.015477974,0.014958306
578,"NOR","Norway",0.007731753,0.007419754,0.006200248,0.006986896,0.00618437,0.006558517,0.006538153,0.005982165,0.005782554,0.005251087,0.005523459,0.005484432,0.004836221,0.005476172,0.005487082,0.005643239,0.005857001
512,"OMN","Oman",0.014128668,0.014925424,0.015085522,0.015522414,0.01540528,0.01619606,0.015905123,0.016758086,0.015663661,0.016319837,0.015090868,0.015089056,0.015836149,0.015849418,0.017300091,0.017978684,0.016023294
586,"PAK","Pakistan",0.031711173,0.03709632,0.032439172,0.029984011,0.03487597,0.035718881,0.03558621,0.038407117,0.038338193,0.03802903,0.041026434,0.043023896,0.049832274,0.038393972,0.03746221,0.039926619,0.038797306
585,"PLW","Palau",0.001398696,0.001528042,0.001394507,0.00147009,0.00144093,0.001313095,0.00159633,0.001518098,0.001451545,0.001462598,0.001512844,0.001558373,0.001750408,0.001283073,0.000984518,0.001192245,0.001264804
591,"PAN","Panama",0.015660753,0.016249136,0.01687339,0.017450566,0.016549766,0.015685604,0.017509538,0.017615574,0.019832024,0.02088458,0.02141352,0.020890947,0.021739886,0.022819275,0.022617605,0.02149862,0.019914505
598,"PNG","Papua New Guinea",0.104941608,0.105496653,0.100729304,0.097580825,0.103654015,0.102901114,0.104411827,0.130250978,0.12112053,0.115392891,0.116843649,0.110245129,0.117441821,0.122072887,0.117373062,0.116214009,0.113313627
600,"PRY","Paraguay",0.15208005,0.171496109,0.11985821,0.145138446,0.13747843,0.100225313,0.122087255,0.08187422,0.115854789,0.127596818,0.119062408,0.106728594,0.107924238,0.064544229,0.079355772,0.117586178,0.10630046
604,"PER","Peru",0.065257459,0.055860777,0.059964655,0.050597672,0.042218597,0.038454226,0.04573749,0.05858543,0.049495794,0.05478465,0.056348405,0.048597328,0.055055824,0.058098362,0.046115795,0.053748208,0.054208488
608,"PHL","Philippines",0.034585647,0.03723971,0.037578168,0.036970696,0.032331993,0.03146977,0.033025144,0.043941082,0.034920826,0.039085485,0.040026061,0.038516818,0.043340278,0.043958528,0.03600502,0.0362262,0.036104535
616,"POL","Poland",0.006188374,0.004454623,0.004817468,0.004576684,0.00390653,0.004966753,0.005156419,0.004669989,0.004610072,0.005082737,0.004768833,0.004538746,0.00487005,0.00490793,0.004221664,0.004451255,0.004326345
620,"PRT","Portugal",0.012036628,0.010417149,0.010990673,0.010596482,0.007687928,0.007230286,0.009005496,0.011753744,0.011253085,0.009283384,0.010184634,0.008423521,0.010260001,0.010348795,0.012097317,0.009998845,0.008974195
634,"QAT","Qatar",0.030543275,0.031337615,0.03238563,0.034672887,0.033154972,0.033457741,0.031322026,0.040190699,0.031549341,0.034987606,0.033114195,0.034565919,0.035165588,0.036522682,0.039285582,0.038090433,0.03664579
178,"COG","Republic of Congo",0.070665,0.075650787,0.084888759,0.09004292,0.086077612,0.095737529,0.104690718,0.122405296,0.132656476,0.128558544,0.150061054,0.160416432,0.158960446,0.112042699,0.099158808,0.179549041,0.190786608
642,"ROU","Romania",0.010375792,0.008074654,0.008572664,0.007771114,0.007629673,0.008919266,0.008951391,0.00834666,0.010492557,0.012805327,0.00879594,0.008072596,0.010486154,0.009099894,0.009468287,0.00925472,0.009299211
643,"RUS","Russia",0.006501922,0.006029048,0.006176458,0.005679234,0.006747853,0.005244509,0.00522423,0.009884621,0.006154136,0.007106547,0.005916787,0.006397615,0.006257809,0.005913151,0.005006829,0.005944519,0.006130546
646,"RWA","Rwanda",0.034255237,0.032778566,0.03832132,0.03406446,0.035742512,0.042606303,0.038480134,0.050937688,0.050705402,0.050732493,0.054317695,0.059292885,0.066279079,0.039135245,0.040147179,0.049335761,0.051881713
652,"BLM","Saint Barthelemy",0.001123829,0.000979564,0.001122995,0.001199192,0.001031523,0.000948946,0.000993325,0.001162913,0.00098746,0.001005626,0.000967266,0.000951073,0.001015165,0.001059708,0.00091229,0.000913651,0.00092429
659,"KNA","Saint Kitts and Nevis",0.001626334,0.00120766,0.001489647,0.001824844,0.001364937,0.001154079,0.00131216,0.001678301,0.001285116,0.001279086,0.0012193,0.00120851,0.001338072,0.00139697,0.001077533,0.001146647,0.001163242
662,"LCA","Saint Lucia",0.00171205,0.001668111,0.002158311,0.00183759,0.001760358,0.001647493,0.001624067,0.002265645,0.001886543,0.001786152,0.001747938,0.001595898,0.00178559,0.002144217,0.001395948,0.001340203,0.001414409
670,"VCT","Saint Vincent and the Grenadines",0.001299199,0.0012972,0.001545693,0.001375694,0.001331585,0.001295854,0.001256462,0.001574968,0.00139681,0.001365459,0.001332324,0.001232568,0.001325367,0.00152738,0.001161121,0.001115764,0.001192387
882,"WSM","Samoa",0.000643444,0.000661497,0.000665248,0.000634525,0.000645755,0.000599782,0.000612033,0.000643316,0.000611572,0.000631814,0.00065316,0.000656323,0.000661299,0.000695279,0.000557811,0.0005585,0.000582735
674,"SMR","San Marino",0.009699344,0.01029893,0.009893247,0.009572839,0.008743257,0.010282933,0.009843331,0.008617783,0.010884958,0.01092418,0.009523792,0.007925356,0.010576861,0.00979611,0.012843993,0.01086268,0.011122683
678,"STP","Sao Tome and Principe",0.001418244,0.001450876,0.0015365,0.001444833,0.001438435,0.001439843,0.001401042,0.00152594,0.001477124,0.001334672,0.001524271,0.001426269,0.001581635,0.001457836,0.001232875,0.001287989,0.001350254
682,"SAU","Saudi Arabia",0.011105229,0.011623519,0.012037707,0.011263581,0.011582034,0.012143234,0.012495268,0.013101643,0.012222967,0.012321289,0.01234824,0.012341764,0.01242388,0.012699696,0.013146449,0.012755964,0.012323534
686,"SEN","Senegal",0.016737387,0.020113019,0.018808465,0.016925571,0.016864404,0.018256094,0.01871604,0.023629228,0.022122897,0.020109735,0.023102138,0.018584619,0.01845131,0.020551428,0.022694256,0.020354101,0.019857928
688,"SRB","Serbia",0.018197307,0.013482514,0.014008839,0.01310481,0.013153441,0.01468739,0.014651531,0.013104588,0.016955208,0.018624056,0.013322256,0.011204805,0.014824355,0.012771268,0.016036806,0.014329123,0.014922617
690,"SYC","Seychelles",0.00075149,0.000760971,0.00076381,0.000771567,0.000771714,0.000738948,0.000743113,0.000741087,0.000741445,0.00074867,0.000740471,0.000777699,0.000800622,0.000782569,0.000737037,0.000729191,0.000742485
694,"SLE","Sierra Leone",0.045513909,0.047329071,0.049947661,0.048151438,0.050527851,0.045347767,0.053895534,0.050018677,0.055777237,0.057607885,0.057197673,0.05953773,0.067611551,0.072612882,0.070886901,0.063559578,0.06033463
702,"SGP","Singapore",0.022951618,0.024127279,0.02628962,0.026562319,0.022693684,0.021422344,0.024291986,0.02719593,0.023819473,0.027799043,0.028453069,0.029299846,0.031790763,0.027308287,0.019249907,0.021355469,0.021371746
534,"SXM","Sint Maarten",0.001073603,0.000955206,0.001079651,0.001127812,0.000996495,0.000927583,0.000956346,0.001100123,0.0009546,0.000972381,0.000939059,0.000924344,0.000973764,0.001014909,0.000891443,0.00087997,0.000892844
703,"SVK","Slovakia",0.01365953,0.008558551,0.009107807,0.00789796,0.00832904,0.009836602,0.011216725,0.008477075,0.010298971,0.012014907,0.00947825,0.008625218,0.010727712,0.010700437,0.010364573,0.009801305,0.009910769
705,"SVN","Slovenia",0.016851343,0.013714252,0.012634463,0.01108102,0.012019924,0.016220074,0.015439688,0.012796837,0.016932027,0.017370097,0.014121834,0.011206747,0.015813957,0.015005303,0.018452532,0.016603608,0.016005116
90,"SLB","Solomon Islands",0.016012864,0.014422204,0.015175799,0.015221559,0.018685241,0.016900767,0.017761222,0.021775158,0.022976073,0.021221501,0.021251033,0.01869645,0.01728204,0.020589523,0.015829765,0.018029482,0.017288749
706,"SOM","Somalia",0.019312979,0.021493664,0.020687575,0.022785586,0.020952845,0.022049244,0.024819042,0.029468098,0.027095203,0.027391754,0.029796991,0.028323005,0.031951163,0.031741727,0.034263476,0.032331644,0.032487789
710,"ZAF","South Africa",0.041791729,0.034970163,0.03374737,0.03088338,0.031032994,0.031890087,0.027054138,0.035548236,0.036488759,0.035003865,0.032284413,0.033951409,0.041520325,0.039442449,0.034920884,0.03555365,0.037635245
410,"KOR","South Korea",0.033489772,0.032957981,0.030752201,0.034835873,0.029216586,0.03760606,0.035055995,0.036821345,0.031307887,0.030989178,0.033873992,0.037043315,0.040426291,0.035308474,0.032555086,0.033680427,0.036691586
728,"SSD","South Sudan",0.215343244,0.225434376,0.169716889,0.203985716,0.142554297,0.148275286,0.172333935,0.157605666,0.185620828,0.171913876,0.228330814,0.223743032,0.239768264,0.126828991,0.125096954,0.168636437,0.191353434
724,"ESP","Spain",0.012765831,0.013369644,0.010458701,0.0120005,0.008797012,0.009953414,0.011677186,0.011582944,0.01220097,0.012246529,0.010628711,0.010266262,0.012500642,0.011764831,0.011981474,0.011107179,0.010675905
144,"LKA","Sri Lanka",0.024689056,0.023123399,0.02489647,0.02578297,0.026815185,0.026264591,0.025326222,0.02757889,0.0279472,0.02954526,0.028679414,0.031513233,0.032894573,0.033588899,0.034682242,0.033593163,0.031310443
275,"PSE","State of Palestine",0.01355437,0.012840836,0.012764027,0.013320858,0.012943712,0.013514533,0.014997326,0.017956483,0.014505208,0.016741716,0.015632242,0.016137292,0.016853404,0.015593442,0.014235418,0.015228585,0.015382368
729,"SDN","Sudan",0.034385349,0.054641825,0.029264289,0.033704814,0.024824631,0.023276296,0.026765514,0.028115579,0.029209772,0.030570498,0.041081909,0.035424908,0.03644327,0.02547757,0.0232733,0.032163244,0.03176958
740,"SUR","Suriname",0.02395445,0.022868087,0.027251836,0.026796611,0.027448588,0.028259381,0.02730973,0.034310733,0.031640739,0.030172145,0.028355475,0.02661933,0.028955021,0.038098834,0.040745987,0.032207369,0.033172603
752,"SWE","Sweden",0.003016248,0.002553598,0.002500071,0.003069066,0.002322529,0.002872569,0.002876745,0.002612033,0.002571539,0.002209289,0.002542619,0.002719809,0.002169403,0.002422532,0.002060775,0.002314484,0.002268836
756,"CHE","Switzerland",0.010190808,0.009439189,0.009832533,0.009138673,0.008419728,0.010058932,0.01071052,0.008503059,0.01044046,0.009654967,0.008902216,0.008410843,0.010643582,0.009404589,0.009218976,0.008998993,0.00915312
760,"SYR","Syria",0.015496496,0.01628986,0.013155403,0.015860795,0.016855841,0.015520028,0.016529636,0.019601398,0.01577245,0.01790832,0.015403593,0.014013894,0.017060684,0.016316764,0.016493601,0.014812474,0.015410577
158,"TWN","Taiwan",0.017591395,0.017015488,0.016367477,0.016106344,0.017298525,0.015191222,0.017141585,0.020813678,0.021202234,0.018238167,0.017410002,0.018093911,0.018695112,0.017633229,0.016551656,0.017242681,0.016593332
762,"TJK","Tajikistan",0.017961908,0.01429469,0.017223218,0.01615484,0.019473735,0.019757997,0.016368742,0.018189985,0.018777027,0.01862484,0.019106043,0.018399235,0.018510808,0.017194964,0.018028811,0.017706367,0.018466699
834,"TZA","Tanzania",0.026913575,0.026696794,0.028260502,0.02379291,0.028933529,0.02874967,0.030714908,0.041071828,0.038941865,0.035520885,0.036013105,0.040308526,0.046390466,0.036071117,0.035314726,0.039722456,0.038503589
764,"THA","Thailand",0.051619174,0.060124425,0.05026561,0.049761097,0.047173051,0.042600819,0.053139057,0.063165113,0.051115343,0.056616589,0.057793058,0.059594743,0.061589225,0.069222389,0.055578661,0.058312857,0.05633008
626,"TLS","Timor-Leste",0.036308662,0.037550131,0.037893259,0.03709739,0.035442101,0.032742359,0.04120048,0.04791162,0.038576148,0.046183441,0.046617251,0.048751419,0.044995911,0.05985867,0.030789518,0.033484905,0.035591865
768,"TGO","Togo",0.029938145,0.029312565,0.027166367,0.028321829,0.025905199,0.027960689,0.024661284,0.028380476,0.027732343,0.027813638,0.028334597,0.029787071,0.034027998,0.050028945,0.046383601,0.035030729,0.033301252
776,"TON","Tonga",0.00053675,0.000559298,0.000550951,0.000535031,0.000548672,0.000523656,0.000509481,0.000530505,0.000523046,0.000531328,0.000534429,0.000526191,0.000532547,0.000546515,0.000508919,0.000506694,0.000522025
780,"TTO","Trinidad and Tobago",0.007720844,0.007752551,0.009494998,0.008330515,0.007982002,0.007866001,0.007583563,0.011525275,0.008948893,0.008702895,0.008887329,0.007880025,0.008625281,0.012406419,0.007694046,0.006618085,0.007374024
788,"TUN","Tunisia",0.011985926,0.009704635,0.011996898,0.011293929,0.011155706,0.011223817,0.011693751,0.010993084,0.011690211,0.014523901,0.009612405,0.011377475,0.012331139,0.010649531,0.010630541,0.010913867,0.010588525
792,"TUR","Turkey",0.01497841,0.014680919,0.01221637,0.013900261,0.015337263,0.012760402,0.012512576,0.016937596,0.013524125,0.015189258,0.01315622,0.013195285,0.013795582,0.013595223,0.014583815,0.013502617,0.013820335
795,"TKM","Turkmenistan",0.009851946,0.008411475,0.010035993,0.008175166,0.010168441,0.009402793,0.008267905,0.010626983,0.009345925,0.010087849,0.009050497,0.009293205,0.010363761,0.008166958,0.007968917,0.009282266,0.009651955
796,"TCA","Turks and Caicos Islands",0.001248425,0.001163943,0.001248301,0.001194323,0.001249387,0.0011338,0.001126511,0.001251733,0.001168857,0.001243821,0.001126178,0.001202903,0.001225851,0.001265478,0.001116169,0.001047593,0.001108625
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",0.070756849,0.06741389,0.062789839,0.058500454,0.063160354,0.066087496,0.061769248,0.067841267,0.075590884,0.070604989,0.080942637,0.085398907,0.097772079,0.058066961,0.060002073,0.07322767,0.078826971
804,"UKR","Ukraine",0.004290346,0.003941117,0.004478585,0.003872413,0.004652209,0.004016914,0.004701689,0.005262179,0.004515647,0.004819826,0.00440077,0.004637585,0.004916551,0.004531749,0.004209995,0.004324642,0.004507921
784,"ARE","United Arab Emirates",0.044118929,0.04596797,0.046539621,0.048944576,0.047929147,0.047405148,0.049399948,0.052302674,0.047228188,0.051619357,0.048007581,0.048624858,0.050480827,0.051906471,0.05588065,0.0534087,0.05102156
826,"GBR","United Kingdom",0.00494613,0.004454007,0.004248868,0.004354594,0.003910238,0.003538548,0.003961381,0.003796448,0.003349245,0.003198463,0.003392049,0.003633385,0.00290293,0.003218658,0.002934081,0.003111005,0.003038223
840,"USA","United States of America",0.015261468,0.015268945,0.016330611,0.018214279,0.017636286,0.01615254,0.013325471,0.017512153,0.017351835,0.018059733,0.014791855,0.016867788,0.019902483,0.020734721,0.018022721,0.017573088,0.017903246
858,"URY","Uruguay",0.028582488,0.016368236,0.012758563,0.018299196,0.024196657,0.01106609,0.012895846,0.015924532,0.012607572,0.020097127,0.017945399,0.01838616,0.017282723,0.010404174,0.010676983,0.013706451,0.016549107
860,"UZB","Uzbekistan",0.015817836,0.013927475,0.015628786,0.013099466,0.016934014,0.017100354,0.012607287,0.015484543,0.0149193,0.015629727,0.015049771,0.01484153,0.015784873,0.013554594,0.013708005,0.013773064,0.01426533
548,"VUT","Vanuatu",0.004302555,0.003770699,0.004442454,0.004222113,0.005105673,0.005148078,0.004316093,0.005430348,0.005401725,0.004961804,0.005286909,0.005093566,0.005282428,0.006630047,0.003248696,0.003528833,0.003088683
862,"VEN","Venezuela",0.048372599,0.044695559,0.05197172,0.050185284,0.049289322,0.047639193,0.046970168,0.065584655,0.056065953,0.057278914,0.055586076,0.050882621,0.058727613,0.079752424,0.073033275,0.054554144,0.057798467
704,"VNM","Viet Nam",0.042716311,0.046312,0.043836394,0.038830188,0.039842771,0.036797494,0.036806762,0.045801907,0.041617353,0.044622331,0.042162072,0.045068959,0.047434479,0.055053793,0.042605698,0.043398874,0.040948674
876,"WLF","Wallis and Futuna Islands",0.000550692,0.000568819,0.00056138,0.000548571,0.000548639,0.000536276,0.000531109,0.000546392,0.000541107,0.000544351,0.000557012,0.000560331,0.000575436,0.000572959,0.000533789,0.000535344,0.000558158
732,"ESH","Western Sahara",0.001057837,0.001004304,0.001042565,0.001008354,0.00098786,0.000973819,0.000965848,0.000989704,0.000954102,0.001001782,0.000973739,0.000950923,0.000954291,0.000997595,0.000956229,0.000949845,0.000930554
887,"YEM","Yemen",0.022920898,0.026294719,0.025104099,0.024092566,0.023865694,0.024287836,0.027270168,0.025634015,0.031422256,0.03178556,0.029461433,0.029451154,0.031277557,0.032607803,0.034991093,0.031989894,0.031076019
894,"ZMB","Zambia",0.038613118,0.034328529,0.042083353,0.042988377,0.043683111,0.04928451,0.043837015,0.054070167,0.054672018,0.061238074,0.056386192,0.054002238,0.066370866,0.046498512,0.034862284,0.051682319,0.051655791
716,"ZWE","Zimbabwe",0.04195424,0.033359644,0.040809916,0.038390894,0.035049809,0.039923956,0.035520349,0.051167671,0.048343732,0.048429792,0.04261152,0.038866126,0.054115229,0.046994915,0.033568264,0.041460619,0.040745662
