"code","iso","country","COE.raw.2003","COE.raw.2004","COE.raw.2005","COE.raw.2006","COE.raw.2007","COE.raw.2008","COE.raw.2009","COE.raw.2010","COE.raw.2011","COE.raw.2012","COE.raw.2013","COE.raw.2014","COE.raw.2015","COE.raw.2016","COE.raw.2017","COE.raw.2018","COE.raw.2019"
458,"MYS","Malaysia",0.335811673,0.362823737,0.398359835,0.386222497,0.286089617,0.270764958,0.34402485,0.27475763,0.320502044,0.309742971,0.316493353,0.397302936,0.479073461,0.274033907,0.228600001,0.249812105,0.357307178
462,"MDV","Maldives",0.113933755,0.112478192,0.106992515,0.109833266,0.110568926,0.103612754,0.103335429,0.105949489,0.107586665,0.101309687,0.107368069,0.108448059,0.100483532,0.112261707,0.106722389,0.10379733,0.102484858
466,"MLI","Mali",0.17263121,0.185143429,0.177190689,0.170359658,0.164862859,0.161856999,0.166788943,0.174511489,0.172115909,0.161632766,0.171494315,0.169977762,0.168094579,0.179315294,0.17639298,0.167394382,0.162467286
470,"MLT","Malta",0.154276157,0.139480512,0.138760354,0.1370948,0.140953731,0.128783662,0.124950031,0.126630152,0.12745006,0.130356455,0.121407307,0.12002403,0.123625687,0.118076366,0.114951501,0.10972127,0.111633086
584,"MHL","Marshall Islands",0.071311121,0.067833718,0.071498882,0.0687812,0.070791032,0.063700534,0.064508062,0.069073911,0.059087627,0.062244244,0.063277742,0.060122816,0.066009041,0.065662324,0.062525156,0.057873575,0.064310203
478,"MRT","Mauritania",0.122784072,0.122498485,0.121064132,0.119213996,0.1190098,0.116152957,0.113560206,0.119260617,0.115936586,0.116722697,0.116922944,0.113566131,0.116866942,0.117585204,0.117638637,0.112505099,0.114333968
480,"MUS","Mauritius",0.081315367,0.082722367,0.082553178,0.079219209,0.08411793,0.079749222,0.08121633,0.084006564,0.083606651,0.075454401,0.077990528,0.076988864,0.081115944,0.079099568,0.066135722,0.066990466,0.065544379
484,"MEX","Mexico",0.263907345,0.244793663,0.263547944,0.256606618,0.254767868,0.245874637,0.247719929,0.240723176,0.258720342,0.246641097,0.24517221,0.237927709,0.239044065,0.249058702,0.253661546,0.244826022,0.264139098
583,"FSM","Micronesia",0.071093717,0.073064268,0.071693249,0.07613867,0.069821974,0.063269748,0.069728363,0.068462948,0.059278657,0.064784083,0.065378684,0.064001898,0.073960827,0.066234403,0.061829104,0.062812783,0.068027506
498,"MDA","Moldova",0.174401162,0.168374414,0.170197063,0.165852274,0.15989518,0.156410597,0.150617493,0.158314158,0.151654123,0.152425927,0.146180145,0.148735698,0.148024043,0.143743783,0.137670793,0.136578675,0.134138961
492,"MCO","Monaco",0.138950137,0.131166549,0.123863488,0.12175982,0.127137289,0.125650114,0.108323953,0.136821307,0.125598423,0.12418935,0.122018996,0.148603009,0.119507418,0.11388246,0.13795381,0.110588293,0.110290848
496,"MNG","Mongolia",0.169270273,0.131890317,0.133445474,0.148297414,0.176323957,0.167254877,0.152813446,0.13737534,0.132541419,0.153246535,0.133555743,0.132506117,0.141559954,0.13757639,0.175573747,0.125083581,0.135601135
499,"MNE","Montenegro",0.195627452,0.176406848,0.182502928,0.174814295,0.197427718,0.162844016,0.156720409,0.155259767,0.165838456,0.19097089,0.147333485,0.14511959,0.154663665,0.141832498,0.148260764,0.13843461,0.135972456
504,"MAR","Morocco",0.159589293,0.159618772,0.158385726,0.156402924,0.160001079,0.151495491,0.15006494,0.151879489,0.16630108,0.172734942,0.166998119,0.165285068,0.187794639,0.182521392,0.188999017,0.181738879,0.190034758
508,"MOZ","Mozambique",0.145437321,0.137360539,0.144999066,0.140168586,0.160928843,0.164206852,0.135706536,0.150770642,0.146511905,0.149237524,0.149357957,0.148642963,0.150782768,0.140994887,0.135533138,0.144771785,0.137483226
104,"MMR","Myanmar",0.345458991,0.388168852,0.348833215,0.342391902,0.39724849,0.331811846,0.393824565,0.380733036,0.315252114,0.347688961,0.326830635,0.320583665,0.309931794,0.332353932,0.271632343,0.279730513,0.29481511
516,"NAM","Namibia",0.134012252,0.134586887,0.141578603,0.134989368,0.143645939,0.14162164,0.141188408,0.156476087,0.177482158,0.181070197,0.148158319,0.141804203,0.149544946,0.144080059,0.142886276,0.142961425,0.137198314
520,"NRU","Nauru",0.065588791,0.063092026,0.06389596,0.066048113,0.064336832,0.05643253,0.057964408,0.062073431,0.052832605,0.055188631,0.055853467,0.052790463,0.05632945,0.059391689,0.055232721,0.052925214,0.057640503
524,"NPL","Nepal",0.757439818,0.779821451,0.737914885,0.783142297,0.792878819,0.818497966,0.820017161,0.813025604,0.83724814,0.823729395,0.815766935,0.826960882,0.831657796,0.912018292,0.846572751,0.899657288,0.831392103
528,"NLD","Netherlands",0.251792576,0.219530022,0.21075652,0.203494693,0.192889649,0.186636139,0.180603718,0.18533645,0.181078121,0.172429554,0.164427007,0.168452467,0.15931296,0.157993271,0.151855176,0.146663793,0.138853979
540,"NCL","New Caledonia",0.065001415,0.065317628,0.064828617,0.061189629,0.062659571,0.05802552,0.054987533,0.057072833,0.05785353,0.055611203,0.053752619,0.053292643,0.055456687,0.058685099,0.059022659,0.059029808,0.057748339
554,"NZL","New Zealand",0.075659665,0.071744564,0.074879996,0.07006358,0.072041958,0.066455628,0.062477602,0.06745143,0.064998649,0.062769295,0.065075767,0.061118476,0.062502676,0.062980534,0.060631555,0.060665868,0.061728468
558,"NIC","Nicaragua",0.128252807,0.115606401,0.129500485,0.11697241,0.117671389,0.110479376,0.108827304,0.121469212,0.115531916,0.109898516,0.114628823,0.109063379,0.110148231,0.116619025,0.111914398,0.105282152,0.10745801
562,"NER","Niger",0.176734674,0.18310507,0.176116781,0.172778976,0.17568308,0.16781641,0.176716466,0.180514971,0.175975479,0.18501289,0.191807183,0.184740135,0.177240294,0.191321861,0.184029081,0.191202199,0.192130315
566,"NGA","Nigeria",0.337866193,0.355036835,0.338445329,0.339013564,0.361159241,0.366928593,0.341081633,0.346046317,0.356868305,0.359374412,0.371421064,0.365717676,0.375007706,0.401389476,0.404964189,0.413837723,0.429236684
570,"NIU","Niue",0.059837576,0.058239089,0.05696674,0.055913721,0.057780086,0.053316789,0.050798496,0.051571737,0.049778183,0.051011105,0.048136514,0.04877805,0.049933075,0.048340481,0.051865622,0.050752514,0.050335881
408,"PRK","North Korea",0.777469459,0.704227486,0.625144155,0.701150773,0.746431149,0.684921494,0.696224752,0.63808371,0.64396859,0.637828989,0.646747797,0.698827118,0.699426485,0.634086796,0.612196023,0.620899185,0.649088997
807,"MKD","North Macedonia",0.221698221,0.204839907,0.216072584,0.2067776,0.214966192,0.186262238,0.180668061,0.177383928,0.194885505,0.199861546,0.17262594,0.165773011,0.172909361,0.158747206,0.162482909,0.154896464,0.15428961
578,"NOR","Norway",0.184330905,0.165502242,0.157774457,0.16434713,0.153053831,0.147896717,0.144187048,0.148561704,0.141704211,0.144225684,0.138156925,0.137256243,0.133353796,0.133689719,0.132156445,0.133418523,0.131066161
512,"OMN","Oman",0.139834363,0.139143274,0.138329936,0.140010252,0.14239805,0.143056705,0.136456168,0.141816554,0.138717177,0.146539592,0.143512022,0.142671791,0.150476937,0.153938451,0.169552981,0.17038703,0.168198953
586,"PAK","Pakistan",0.631339486,0.643746788,0.622211498,0.623732034,0.669380006,0.644207815,0.650112604,0.710851103,0.671763744,0.677768621,0.703974431,0.707434626,0.724600463,0.778792267,0.747174165,0.757198264,0.701025069
585,"PLW","Palau",0.081463966,0.08492094,0.080748843,0.084642494,0.076433721,0.065011398,0.083670098,0.068508827,0.067756015,0.077003099,0.073131254,0.077265788,0.090226406,0.068265442,0.063667244,0.071628836,0.081108755
591,"PAN","Panama",0.125422621,0.121015001,0.124773079,0.120979822,0.12305253,0.114190247,0.117030171,0.118305442,0.114896585,0.122929427,0.126301846,0.12062982,0.12753102,0.123506253,0.12396426,0.122821036,0.12360068
598,"PNG","Papua New Guinea",0.093698987,0.103243917,0.086899354,0.091343819,0.09080624,0.085413173,0.085117141,0.098773923,0.081272625,0.085067779,0.084749,0.090008923,0.109933487,0.085578189,0.090834932,0.090057341,0.089422822
600,"PRY","Paraguay",0.217678747,0.204517874,0.183898341,0.188104137,0.206939426,0.153962647,0.15442671,0.161358817,0.145166902,0.160732056,0.148536708,0.144922182,0.157360916,0.148785697,0.152410303,0.147960701,0.166565275
604,"PER","Peru",0.136303949,0.132867883,0.138862036,0.125083495,0.137108418,0.123038477,0.119506809,0.141282498,0.120612103,0.129175237,0.123184653,0.125763768,0.138605005,0.143534074,0.142649048,0.149927394,0.156497375
608,"PHL","Philippines",0.195481903,0.206246115,0.209419775,0.207634887,0.187413175,0.172220253,0.204621656,0.175644112,0.177551218,0.182989238,0.170475136,0.17720544,0.190651622,0.16475061,0.158108224,0.155780776,0.174017019
616,"POL","Poland",0.242896961,0.220916697,0.228631968,0.233431378,0.199057934,0.19629412,0.198465225,0.200977702,0.186538135,0.185070172,0.180683365,0.178376587,0.173291517,0.169954976,0.163978225,0.16131102,0.152851039
620,"PRT","Portugal",0.214937631,0.1806214,0.231231228,0.184865794,0.169807439,0.148425974,0.159060689,0.164828105,0.172710244,0.162534,0.159653891,0.128889125,0.144887003,0.157523396,0.213540429,0.124611513,0.122964832
634,"QAT","Qatar",0.217432428,0.220594446,0.216438244,0.218813052,0.218585187,0.217646498,0.204747363,0.237219016,0.207403509,0.221482247,0.215441355,0.218669948,0.225105905,0.234193118,0.260225026,0.255051338,0.245705142
178,"COG","Republic of Congo",0.237141405,0.263081737,0.261982765,0.26431743,0.260019886,0.288071733,0.273474706,0.285065658,0.283558456,0.249164097,0.276369379,0.256772234,0.271815553,0.284872591,0.256886268,0.274737932,0.279907262
642,"ROU","Romania",0.224565595,0.212303599,0.214830748,0.21103565,0.196052328,0.194000602,0.18581342,0.188016102,0.187188613,0.186753258,0.17480157,0.171925668,0.173202482,0.167063109,0.162927692,0.158640563,0.157030108
643,"RUS","Russia",0.198772813,0.169542206,0.180091418,0.173358111,0.177102923,0.17115198,0.160369744,0.23795626,0.156448988,0.171751599,0.156385332,0.161282094,0.159269831,0.158451359,0.147527217,0.15425105,0.156438761
646,"RWA","Rwanda",0.49055199,0.48890666,0.508922255,0.487503396,0.524509128,0.521497733,0.500466577,0.531917428,0.547099418,0.56762078,0.548584711,0.551652658,0.55212551,0.553886484,0.530814491,0.549030147,0.568989073
652,"BLM","Saint Barthelemy",0.095541851,0.089191508,0.090810263,0.090834191,0.0869695,0.084935409,0.080169564,0.085293269,0.079750788,0.082016246,0.080237752,0.076727895,0.079009351,0.078046786,0.077188078,0.07584731,0.073713546
659,"KNA","Saint Kitts and Nevis",0.102078251,0.089348755,0.092134429,0.098963196,0.088847961,0.085166468,0.082525571,0.088874776,0.080638874,0.082616073,0.08090185,0.077498546,0.080395134,0.079369898,0.077481123,0.077346534,0.075158892
662,"LCA","Saint Lucia",0.092541727,0.088193,0.090233038,0.087023336,0.087710884,0.084028506,0.079496913,0.08387211,0.081459947,0.081617296,0.081303513,0.077962618,0.080900904,0.080855026,0.078649107,0.076556957,0.075251208
670,"VCT","Saint Vincent and the Grenadines",0.091316089,0.087162524,0.088668934,0.085879326,0.086865799,0.0830465,0.078952823,0.082822616,0.08051459,0.080719202,0.080581972,0.077398882,0.080393579,0.079661092,0.078585427,0.076441291,0.075554439
882,"WSM","Samoa",0.060699069,0.058906834,0.058652786,0.057342357,0.059024887,0.054556986,0.051887756,0.053583988,0.051393767,0.052414443,0.050580855,0.05065301,0.052023586,0.050672113,0.052551605,0.051333734,0.05081581
674,"SMR","San Marino",0.276865499,0.260325061,0.251582571,0.244405878,0.231679797,0.219531109,0.20929765,0.206339746,0.214147827,0.208595466,0.202122692,0.195306883,0.205214016,0.190365502,0.187355932,0.175690449,0.168532416
678,"STP","Sao Tome and Principe",0.097966447,0.106224952,0.108878228,0.100047428,0.104375925,0.108688569,0.099574832,0.104582104,0.105356775,0.093769647,0.100914308,0.095109639,0.110302528,0.111232695,0.113205615,0.108826237,0.114673204
682,"SAU","Saudi Arabia",0.154732633,0.150967152,0.151156385,0.149027725,0.154431753,0.15073677,0.145688107,0.153073999,0.149606163,0.154060897,0.153391657,0.150600832,0.155449498,0.158569674,0.171837406,0.168096721,0.167016063
686,"SEN","Senegal",0.15044043,0.154435692,0.159274241,0.155696791,0.157308093,0.161238476,0.151353584,0.16865567,0.157825564,0.15084709,0.160388465,0.149875456,0.162401016,0.163862097,0.162394852,0.152816259,0.158499492
688,"SRB","Serbia",0.234808012,0.213929099,0.222020437,0.214601524,0.206151363,0.195302868,0.192286269,0.186459726,0.192968571,0.187458907,0.175011072,0.172203049,0.176752723,0.165694654,0.163694472,0.160605048,0.160842902
690,"SYC","Seychelles",0.08009928,0.078634344,0.078615863,0.079764642,0.079415622,0.074119113,0.072811302,0.072227868,0.073437607,0.071947609,0.071218624,0.072120638,0.072684472,0.07442139,0.073768832,0.070318945,0.069078329
694,"SLE","Sierra Leone",0.304396341,0.301323233,0.225179204,0.271967945,0.369924226,0.290021583,0.479476002,0.227263468,0.274751456,0.363465487,0.299021395,0.388978142,0.425511242,0.385621634,0.320504131,0.268831288,0.290005485
702,"SGP","Singapore",0.270187262,0.274299185,0.289204826,0.360070676,0.208218019,0.253193888,0.24696013,0.232677946,0.249421513,0.262085408,0.29873378,0.305866739,0.459594555,0.208726317,0.162146769,0.175256372,0.292552704
534,"SXM","Sint Maarten",0.094899519,0.089238312,0.090571866,0.089860469,0.086762498,0.084957041,0.079984921,0.084922067,0.079681965,0.081967469,0.080173001,0.076698529,0.078649657,0.077864306,0.077213299,0.075503635,0.07352828
703,"SVK","Slovakia",0.250782428,0.227156197,0.237506708,0.234125089,0.211056905,0.202852226,0.202401781,0.202159468,0.199512985,0.192105151,0.188504029,0.183400752,0.186809738,0.178382088,0.17640487,0.168296302,0.163422641
705,"SVN","Slovenia",0.288389143,0.271190916,0.266574072,0.256147411,0.249151899,0.238014088,0.222706094,0.225835245,0.226032306,0.21792412,0.213524507,0.203685613,0.220560087,0.207189374,0.20490357,0.192990615,0.185046733
90,"SLB","Solomon Islands",0.061761971,0.059830916,0.061415696,0.059566106,0.06118178,0.056289848,0.055840705,0.057565511,0.054671262,0.054683906,0.05452301,0.055092131,0.058850035,0.057467119,0.055956753,0.057550112,0.056597764
706,"SOM","Somalia",0.095710731,0.096966811,0.092947051,0.093717075,0.097171895,0.09129243,0.089337511,0.088234659,0.089860688,0.089640799,0.085600474,0.085720634,0.089396808,0.093012093,0.089849198,0.088517632,0.08697284
710,"ZAF","South Africa",0.279038421,0.296263455,0.325187276,0.332928989,0.351590166,0.363668505,0.368077764,0.387827647,0.39087009,0.394751947,0.415675952,0.425414424,0.458283787,0.458808587,0.471064617,0.4880206,0.54473291
410,"KOR","South Korea",0.695156504,0.621457827,0.566024058,0.629375749,0.637111905,0.629982046,0.628585937,0.594429155,0.575783063,0.54596318,0.577422627,0.621541954,0.603933806,0.57196955,0.52220645,0.535970307,0.576241614
728,"SSD","South Sudan",0.294879337,0.279410481,0.300517947,0.261592643,0.287093862,0.282658086,0.298491881,0.256617975,0.273316839,0.279253569,0.286019053,0.264586674,0.29403473,0.28840308,0.253374569,0.278407123,0.227629984
724,"ESP","Spain",0.196888172,0.187781815,0.18457151,0.178812993,0.176840077,0.162800447,0.155557034,0.154182463,0.158917685,0.160941605,0.146847998,0.142530044,0.152425543,0.144756068,0.144104939,0.132293844,0.131705478
144,"LKA","Sri Lanka",0.230355797,0.222026083,0.236175431,0.233567452,0.233649037,0.238569453,0.235740834,0.235120318,0.23617007,0.235998907,0.243446786,0.24824242,0.257422871,0.258307814,0.254748599,0.268374024,0.25560682
275,"PSE","State of Palestine",0.283346052,0.281294649,0.288365811,0.289119867,0.303269854,0.304272699,0.30929059,0.345072645,0.313942475,0.34051459,0.348266673,0.371630179,0.378069774,0.385352748,0.373579577,0.381708046,0.376605962
729,"SDN","Sudan",0.161577915,0.165339995,0.157674823,0.155584431,0.158115581,0.149220512,0.144548836,0.149891379,0.142872426,0.149480286,0.152124506,0.148444918,0.145602735,0.14459512,0.147404506,0.154497771,0.151196744
740,"SUR","Suriname",0.098912463,0.096976556,0.09826475,0.09587479,0.098087574,0.095485812,0.094726452,0.096778291,0.094235075,0.091538072,0.091704293,0.090345589,0.097137894,0.094492342,0.092589474,0.090236546,0.091529605
752,"SWE","Sweden",0.171537369,0.152853924,0.152308049,0.15749769,0.146173867,0.142376329,0.137447113,0.142243641,0.133515658,0.137574255,0.132724735,0.136567157,0.128955407,0.127138196,0.12264465,0.127106932,0.122766828
756,"CHE","Switzerland",0.265404621,0.237249025,0.241230443,0.239990066,0.221822789,0.213951377,0.203824911,0.202795083,0.201349809,0.192434585,0.194242634,0.190587774,0.18973731,0.178282056,0.173948704,0.161905722,0.154125752
760,"SYR","Syria",0.232022445,0.228544019,0.226023854,0.229210578,0.231212733,0.225563567,0.222242159,0.23390723,0.232016354,0.238230888,0.234978484,0.234357848,0.242866967,0.243619353,0.248958161,0.242798732,0.24503614
158,"TWN","Taiwan",0.344675029,0.325970072,0.32086642,0.31633698,0.323042516,0.315568275,0.319838597,0.319752227,0.295516919,0.299972848,0.294025606,0.299075639,0.290393251,0.284791306,0.256407531,0.263748799,0.254831296
762,"TJK","Tajikistan",0.192028931,0.181510111,0.189137681,0.185835288,0.188096156,0.183636377,0.173658025,0.177522954,0.173570135,0.185357374,0.17702652,0.179898204,0.175561504,0.178353073,0.181338109,0.174967869,0.176733407
834,"TZA","Tanzania",0.168505982,0.156248427,0.161591229,0.148356242,0.173085659,0.157644428,0.151755352,0.161774183,0.158463807,0.166127344,0.156140884,0.154996413,0.170314631,0.165450512,0.148726023,0.157325163,0.151605474
764,"THA","Thailand",0.362651339,0.394323487,0.364912625,0.34775357,0.361537129,0.338214881,0.359613098,0.3454845,0.350761616,0.365114241,0.351474413,0.344702784,0.34917941,0.344000247,0.315402603,0.327256587,0.329897729
626,"TLS","Timor-Leste",0.115688775,0.123868421,0.117862879,0.122613272,0.111371527,0.106583347,0.112464721,0.094385438,0.108226428,0.1120801,0.094917191,0.119079667,0.104312274,0.102761411,0.104250535,0.108108572,0.106817668
768,"TGO","Togo",0.234339836,0.243886544,0.246654322,0.231080318,0.253568342,0.26606426,0.237782862,0.239220115,0.246277793,0.224448306,0.238929444,0.227471126,0.258284077,0.25985943,0.263682966,0.249593551,0.246357876
776,"TON","Tonga",0.059927314,0.058896245,0.058300816,0.056699885,0.058044024,0.053633445,0.051075049,0.0527491,0.051292719,0.051736854,0.04888895,0.049491212,0.05060631,0.049613079,0.051790477,0.050758729,0.051248547
780,"TTO","Trinidad and Tobago",0.096799414,0.093378309,0.096553724,0.094510431,0.094239387,0.089012058,0.086240085,0.095249413,0.088617467,0.087546204,0.089918761,0.084698579,0.088901142,0.09196926,0.085428564,0.082609525,0.083877559
788,"TUN","Tunisia",0.191760447,0.187575576,0.187268699,0.194734838,0.196160848,0.194284861,0.182046431,0.181758612,0.18831373,0.196104424,0.184610342,0.196595888,0.20520366,0.208334695,0.199707393,0.194664442,0.189138167
792,"TUR","Turkey",0.207933213,0.196430298,0.190688045,0.189241274,0.183754042,0.173505952,0.16650245,0.16908929,0.161740046,0.163863092,0.159235494,0.153618998,0.156376726,0.15254847,0.150658339,0.146260929,0.146289463
795,"TKM","Turkmenistan",0.153956459,0.146499003,0.145192282,0.142419596,0.143713383,0.140020515,0.13235293,0.144648771,0.136042828,0.148835449,0.137636477,0.13814741,0.138058936,0.137712136,0.135554164,0.132857926,0.135714652
796,"TCA","Turks and Caicos Islands",0.096905457,0.096153716,0.094988786,0.092537959,0.092783643,0.088668458,0.082679613,0.09153868,0.083817751,0.087038828,0.081950152,0.080714539,0.081225318,0.083109803,0.081242869,0.07729743,0.077488311
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",0.36482476,0.344717981,0.374188818,0.327383961,0.361200259,0.348409243,0.323531139,0.350221367,0.362209101,0.372088105,0.363235205,0.35185906,0.371167023,0.365757362,0.348035936,0.365420993,0.351623017
804,"UKR","Ukraine",0.175111131,0.166849796,0.169213138,0.166794484,0.162133756,0.158962973,0.152966634,0.160910185,0.152259354,0.153029933,0.14953898,0.150825757,0.151924356,0.146878893,0.141520944,0.140548218,0.140393829
784,"ARE","United Arab Emirates",0.216345926,0.218045547,0.21784145,0.224286424,0.223452472,0.224010064,0.228194482,0.237026957,0.224984769,0.244018671,0.238148421,0.239927977,0.251273682,0.262964538,0.284356258,0.279775546,0.279882485
826,"GBR","United Kingdom",0.236178101,0.203182745,0.193666355,0.19165904,0.186886756,0.176264473,0.168393073,0.178459735,0.162723088,0.165060333,0.158958831,0.155832079,0.147180989,0.151659198,0.14206495,0.137788779,0.134405628
840,"USA","United States of America",0.293076264,0.245875774,0.235544375,0.227830652,0.2241899,0.20616677,0.203351019,0.189349301,0.186743835,0.186120857,0.177819444,0.176761521,0.176721511,0.171097279,0.171157824,0.16695374,0.155157245
858,"URY","Uruguay",0.105099836,0.094006428,0.095397422,0.097316203,0.105680954,0.091338677,0.086765917,0.090830345,0.081463469,0.097719019,0.088262236,0.091217106,0.090709938,0.085514501,0.090300641,0.085692145,0.094624665
860,"UZB","Uzbekistan",0.18330012,0.176980738,0.178382468,0.172877485,0.174058017,0.171771986,0.161000001,0.170526896,0.164338585,0.177660807,0.166104714,0.168333221,0.167280378,0.166614893,0.169656612,0.164726411,0.16793101
548,"VUT","Vanuatu",0.064602309,0.06140341,0.062031484,0.063725427,0.061238509,0.055687569,0.05374821,0.056962284,0.058047,0.056707444,0.054889213,0.056506058,0.061911194,0.062039847,0.056788053,0.05613034,0.053663003
862,"VEN","Venezuela",0.152257551,0.135766958,0.14770921,0.134005505,0.140503778,0.129930971,0.125131865,0.153997017,0.130557564,0.133151336,0.139301599,0.130096007,0.133147698,0.147864302,0.143085302,0.13568959,0.145210945
704,"VNM","Viet Nam",0.457464977,0.4753456,0.45488676,0.453978732,0.462083656,0.45991249,0.427602164,0.441192118,0.445529864,0.431494243,0.43118891,0.423359579,0.421964042,0.425220195,0.390664463,0.383379859,0.396557816
876,"WLF","Wallis and Futuna Islands",0.058568566,0.056634614,0.055689099,0.054475327,0.056711742,0.052454696,0.049981534,0.050787625,0.049597803,0.050066766,0.048615541,0.048761675,0.049999188,0.048187246,0.051361768,0.050094742,0.050710381
732,"ESH","Western Sahara",0.11346351,0.10545352,0.107002541,0.104347693,0.105357018,0.100250397,0.093027439,0.097317203,0.096956214,0.100123798,0.096390622,0.092467825,0.094980795,0.093988487,0.092107011,0.090822502,0.089810059
887,"YEM","Yemen",0.148434421,0.147250026,0.146424637,0.145235007,0.152751019,0.14809667,0.144919502,0.149846063,0.154813851,0.158037417,0.157399317,0.159257297,0.162663576,0.168378636,0.193086767,0.191056037,0.194342477
894,"ZMB","Zambia",0.189025327,0.182465668,0.188175181,0.179407004,0.209445176,0.20601981,0.181905636,0.199881251,0.213764651,0.21956169,0.204847307,0.205286458,0.215166562,0.201322976,0.184077321,0.190788614,0.183449683
716,"ZWE","Zimbabwe",0.175237117,0.177039458,0.190655653,0.178379489,0.206528683,0.206690227,0.193802473,0.207842484,0.214814382,0.208753925,0.197602948,0.192139819,0.205553102,0.187814436,0.189744774,0.187063671,0.187636376
